secondary_study_accession	Sample IDs	run_accession	Date Isolated	scientific_name	experiment_title	study_title	Host Species	Host Variety	Tissue	Age	Stress-disease	Manuscript	High level variety	High level tissue	High level age	High level stress-disease	location	country	Infection Percentage	Fungicide Treatment	left	right	Collector	Mean_Coverage	Selected
Bueno-Sancho et al., 2017	14.0108	14_0108	2014/06/11	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum durum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	France	France	Unknown	Unknown	raw_reads/14_0108/R1.fq.gz	raw_reads/14_0108/R2.fq.gz	Claude Pope	246.0903459363107	Yes
Bueno-Sancho et al., 2017	14.0115	14_0115	2014/07	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Secale cereale	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Werbig	Germany	Unknown	Unknown	raw_reads/14_0115/R1.fq.gz	raw_reads/14_0115/R2.fq.gz	Viktor	6.716056787721476	No
Bueno-Sancho et al., 2017	14.0120	14_0120	2014/07	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Secale cereale	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Werbig	Germany	Unknown	Unknown	raw_reads/14_0120/R1.fq.gz	raw_reads/14_0120/R2.fq.gz	Viktor	271.23686909433735	Yes
Bueno-Sancho et al., 2017	14.0126	14_0126	2014/06	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Vuka	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Vuka	Infected Leaf	Unknown	Yellow Rust	Bridgend	UK	Unknown	Unknown	raw_reads/14_0126/R1.fq.gz	raw_reads/14_0126/R2.fq.gz	Agrii	106.54744897560907	Yes
Bueno-Sancho et al., 2017	14.0127	14_0127	2014/07	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Vuka	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Vuka	Infected Leaf	Unknown	Yellow Rust	UK	UK	Unknown	Unknown	raw_reads/14_0127/R1.fq.gz	raw_reads/14_0127/R2.fq.gz	Agrii	132.5141654454412	Yes
Bueno-Sancho et al., 2017	14.0128	14_0128	2014/08	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Vuka	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Vuka	Infected Leaf	Unknown	Yellow Rust	Bishop Burton	UK	Unknown	Unknown	raw_reads/14_0128/R1.fq.gz	raw_reads/14_0128/R2.fq.gz	Agrii	165.3631849720935	Yes
Bueno-Sancho et al., 2017	14.0129	14_0129	2014/06/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Panacea	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Panacea	Infected Leaf	Unknown	Yellow Rust	Broughton	UK	Unknown	Unknown	raw_reads/14_0129/R1.fq.gz	raw_reads/14_0129/R2.fq.gz	NIAB	22.0493221832637	Yes
Bueno-Sancho et al., 2017	14.0135	14_0135	2014/06/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	KWS Kielder	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	KWS Kielder	Infected Leaf	Unknown	Yellow Rust	Humbie	UK	Unknown	Unknown	raw_reads/14_0135/R1.fq.gz	raw_reads/14_0135/R2.fq.gz	NIAB	58.2256272902735	Yes
Bueno-Sancho et al., 2017	14.0139	14_0139	2014/06/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Jorvik	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Jorvik	Infected Leaf	Unknown	Yellow Rust	Wolferton	UK	Unknown	Unknown	raw_reads/14_0139/R1.fq.gz	raw_reads/14_0139/R2.fq.gz	NIAB	60.17613513935612	Yes
Bueno-Sancho et al., 2017	14.0140	14_0140	2014/06/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Energise	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Energise	Infected Leaf	Unknown	Yellow Rust	Humbie	UK	Unknown	Unknown	raw_reads/14_0140/R1.fq.gz	raw_reads/14_0140/R2.fq.gz	NIAB	82.19395525095646	Yes
Bueno-Sancho et al., 2017	14.0141	14_0141	2014/06/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	KWS Santiago	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	KWS Santiago	Infected Leaf	Unknown	Yellow Rust	Wolferton	UK	Unknown	Unknown	raw_reads/14_0141/R1.fq.gz	raw_reads/14_0141/R2.fq.gz	NIAB	40.05474429355275	Yes
Bueno-Sancho et al., 2017	14.0142	14_0142	2014/06/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	JB Diego	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	JB Diego	Infected Leaf	Unknown	Yellow Rust	Humbie	UK	Unknown	Unknown	raw_reads/14_0142/R1.fq.gz	raw_reads/14_0142/R2.fq.gz	NIAB	83.93477413478276	Yes
Bueno-Sancho et al., 2017	14.0145	14_0145	2014/04/28	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Solstice	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Solstice	Infected Leaf	Unknown	Yellow Rust	York	UK	Unknown	Unknown	raw_reads/14_0145/R1.fq.gz	raw_reads/14_0145/R2.fq.gz	NIAB	353.8193078930363	Yes
Bueno-Sancho et al., 2017	14.0146	14_0146	2014/04/28	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	KWS Kielder	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	KWS Kielder	Infected Leaf	Unknown	Yellow Rust	York	UK	Unknown	Unknown	raw_reads/14_0146/R1.fq.gz	raw_reads/14_0146/R2.fq.gz	NIAB	188.4740705559013	Yes
Bueno-Sancho et al., 2017	14.0148	14_0148	2014/04/01	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Victo	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Victo	Infected Leaf	Unknown	Yellow Rust	Morley (Norfolk)	UK	Unknown	Unknown	raw_reads/14_0148/R1.fq.gz	raw_reads/14_0148/R2.fq.gz	NIAB	466.458229399133	Yes
Bueno-Sancho et al., 2017	14.0151	14_0151	2014/01/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Oakley	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Oakley	Infected Leaf	Unknown	Yellow Rust	Caythorpe	UK	Unknown	Unknown	raw_reads/14_0151/R1.fq.gz	raw_reads/14_0151/R2.fq.gz	NIAB	97.36801753205651	Yes
Bueno-Sancho et al., 2017	14.0152	14_0152	2014/01/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Victo	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Victo	Infected Leaf	Unknown	Yellow Rust	Caythorpe	UK	Unknown	Unknown	raw_reads/14_0152/R1.fq.gz	raw_reads/14_0152/R2.fq.gz	NIAB	280.97794611648095	Yes
Bueno-Sancho et al., 2017	14.0153	14_0153	2014/01/13	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Claire	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Claire	Infected Leaf	Unknown	Yellow Rust	Titchmarsh	UK	Unknown	Unknown	raw_reads/14_0153/R1.fq.gz	raw_reads/14_0153/R2.fq.gz	NIAB	186.09527422151425	Yes
Bueno-Sancho et al., 2017	14.0155	14_0155	2013/12	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	KWS Kielder	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	KWS Kielder	Infected Leaf	Unknown	Yellow Rust	Wallingford	UK	Unknown	Unknown	raw_reads/14_0155/R1.fq.gz	raw_reads/14_0155/R2.fq.gz	NIAB	238.83655863331765	Yes
Bueno-Sancho et al., 2017	14.0158	14_0158	2013/12	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Solstice	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Solstice	Infected Leaf	Unknown	Yellow Rust	Streatley	UK	Unknown	Unknown	raw_reads/14_0158/R1.fq.gz	raw_reads/14_0158/R2.fq.gz	NIAB	11.797645991130072	No
Bueno-Sancho et al., 2017	14.0159	14_0159	2014/01/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Claire	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Claire	Infected Leaf	Unknown	Yellow Rust	Caythorpe	UK	Unknown	Unknown	raw_reads/14_0159/R1.fq.gz	raw_reads/14_0159/R2.fq.gz	NIAB	319.15801551224195	Yes
Bueno-Sancho et al., 2017	14.0160	14_0160	2014/01/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Robigus	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Robigus	Infected Leaf	Unknown	Yellow Rust	Caythorpe	UK	Unknown	Unknown	raw_reads/14_0160/R1.fq.gz	raw_reads/14_0160/R2.fq.gz	NIAB	363.39920847816035	Yes
Bueno-Sancho et al., 2017	14.0163	14_0163	2014/05/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Cordiale	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Cordiale	Infected Leaf	Unknown	Yellow Rust	Canterbury	UK	Unknown	Unknown	raw_reads/14_0163/R1.fq.gz	raw_reads/14_0163/R2.fq.gz	NIAB	126.91619149991655	Yes
Bueno-Sancho et al., 2017	14.0165	14_0165	2014/05/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Solstice	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Solstice	Infected Leaf	Unknown	Yellow Rust	Canterbury	UK	Unknown	Unknown	raw_reads/14_0165/R1.fq.gz	raw_reads/14_0165/R2.fq.gz	NIAB	81.86224470361248	Yes
Bueno-Sancho et al., 2017	14.0166	14_0166	2014/05/06	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Solstice	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Solstice	Infected Leaf	Unknown	Yellow Rust	Caythorpe	UK	Unknown	Unknown	raw_reads/14_0166/R1.fq.gz	raw_reads/14_0166/R2.fq.gz	NIAB	84.2457654520428	Yes
Bueno-Sancho et al., 2017	14.0167	14_0167	2014/05/06	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Robigus	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Robigus	Infected Leaf	Unknown	Yellow Rust	Caythorpe	UK	Unknown	Unknown	raw_reads/14_0167/R1.fq.gz	raw_reads/14_0167/R2.fq.gz	NIAB	116.98092241081676	Yes
Bueno-Sancho et al., 2017	14.0169	14_0169	2014/05/16	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Ambition	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Ambition	Infected Leaf	Unknown	Yellow Rust	UK	UK	Unknown	Unknown	raw_reads/14_0169/R1.fq.gz	raw_reads/14_0169/R2.fq.gz	NIAB	176.01139982892937	Yes
Bueno-Sancho et al., 2017	14.0172	14_0172	2014/05/13	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Scout	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Scout	Infected Leaf	Unknown	Yellow Rust	Dunmow	UK	Unknown	Unknown	raw_reads/14_0172/R1.fq.gz	raw_reads/14_0172/R2.fq.gz	NIAB	26.195015313831114	No
Bueno-Sancho et al., 2017	14.0173	14_0173	2014/05/08	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Kranich	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Kranich	Infected Leaf	Unknown	Yellow Rust	Cambridgeshire	UK	Unknown	Unknown	raw_reads/14_0173/R1.fq.gz	raw_reads/14_0173/R2.fq.gz	NIAB	75.86270273810413	Yes
Bueno-Sancho et al., 2017	14.0174	14_0174	2014/05/16	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Solstice	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Solstice	Infected Leaf	Unknown	Yellow Rust	Sturminster Newton	UK	Unknown	Unknown	raw_reads/14_0174/R1.fq.gz	raw_reads/14_0174/R2.fq.gz	NIAB	83.83470320132709	Yes
Bueno-Sancho et al., 2017	14.0175	14_0175	2014/05/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Claire	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Claire	Infected Leaf	Unknown	Yellow Rust	Canterbury	UK	Unknown	Unknown	raw_reads/14_0175/R1.fq.gz	raw_reads/14_0175/R2.fq.gz	NIAB	466.49392968660663	Yes
Bueno-Sancho et al., 2017	14.0176	14_0176	2014/05/16	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Belvoir	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Belvoir	Infected Leaf	Unknown	Yellow Rust	Keisby	UK	Unknown	Unknown	raw_reads/14_0176/R1.fq.gz	raw_reads/14_0176/R2.fq.gz	NIAB	162.09900876356772	Yes
Bueno-Sancho et al., 2017	14.0179	14_0179	2014/05/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	KWS Sterling	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	KWS Sterling	Infected Leaf	Unknown	Yellow Rust	Canterbury	UK	Unknown	Unknown	raw_reads/14_0179/R1.fq.gz	raw_reads/14_0179/R2.fq.gz	NIAB	133.49429600995356	Yes
Bueno-Sancho et al., 2017	14.0180	14_0180	2014/05/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Robigus	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Robigus	Infected Leaf	Unknown	Yellow Rust	Canterbury	UK	Unknown	Unknown	raw_reads/14_0180/R1.fq.gz	raw_reads/14_0180/R2.fq.gz	NIAB	275.60474687990416	Yes
Bueno-Sancho et al., 2017	14.0181	14_0181	2014/05/06	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Oakley	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Oakley	Infected Leaf	Unknown	Yellow Rust	Headley Hall	UK	Unknown	Unknown	raw_reads/14_0181/R1.fq.gz	raw_reads/14_0181/R2.fq.gz	NIAB	56.6154589875275	Yes
Bueno-Sancho et al., 2017	14.0182	14_0182	2014/05/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Oakley	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Oakley	Infected Leaf	Unknown	Yellow Rust	Royston	UK	Unknown	Unknown	raw_reads/14_0182/R1.fq.gz	raw_reads/14_0182/R2.fq.gz	NIAB	263.66012331680287	Yes
Bueno-Sancho et al., 2017	14.0183	14_0183	2014/05/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Oakley	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Oakley	Infected Leaf	Unknown	Yellow Rust	Canterbury	UK	Unknown	Unknown	raw_reads/14_0183/R1.fq.gz	raw_reads/14_0183/R2.fq.gz	NIAB	273.29329641249984	Yes
Bueno-Sancho et al., 2017	14.0188	14_0188	2014/05/16	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Kranich	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Kranich	Infected Leaf	Unknown	Yellow Rust	UK	UK	Unknown	Unknown	raw_reads/14_0188/R1.fq.gz	raw_reads/14_0188/R2.fq.gz	NIAB	190.7208836794674	Yes
Bueno-Sancho et al., 2017	14.0190	14_0190	2014/05/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Warrior	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Warrior	Infected Leaf	Unknown	Yellow Rust	Canterbury	UK	Unknown	Unknown	raw_reads/14_0190/R1.fq.gz	raw_reads/14_0190/R2.fq.gz	NIAB	186.69113108033008	Yes
Bueno-Sancho et al., 2017	14.0191	14_0191	2014/05/06	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Oakley	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Oakley	Infected Leaf	Unknown	Yellow Rust	Caythorpe	UK	Unknown	Unknown	raw_reads/14_0191/R1.fq.gz	raw_reads/14_0191/R2.fq.gz	NIAB	295.0652321673915	Yes
Bueno-Sancho et al., 2017	14.0193	14_0193	2014/05/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Relay	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Relay	Infected Leaf	Unknown	Yellow Rust	Canterbury	UK	Unknown	Unknown	raw_reads/14_0193/R1.fq.gz	raw_reads/14_0193/R2.fq.gz	NIAB	192.860755655733	Yes
Bueno-Sancho et al., 2017	14.0195	14_0195	2014/05	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Gallant	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Gallant	Infected Leaf	Unknown	Yellow Rust	Fulbourn	UK	Unknown	Unknown	raw_reads/14_0195/R1.fq.gz	raw_reads/14_0195/R2.fq.gz	NIAB	110.95183198156242	No
Bueno-Sancho et al., 2017	14.0203	14_0203	2014/06/02	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	KWS Sterling	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	KWS Sterling	Infected Leaf	Unknown	Yellow Rust	Sutton Scotney	UK	Unknown	Unknown	raw_reads/14_0203/R1.fq.gz	raw_reads/14_0203/R2.fq.gz	NIAB	387.8799663164235	Yes
Bueno-Sancho et al., 2017	14.0205	14_0205	2014/05	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Solstice	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Solstice	Infected Leaf	Unknown	Yellow Rust	Morley (Norfolk)	UK	Unknown	Unknown	raw_reads/14_0205/R1.fq.gz	raw_reads/14_0205/R2.fq.gz	NIAB	136.15954348644925	Yes
Bueno-Sancho et al., 2017	14.0210	14_0210	2014/06/02	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Relay	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Relay	Infected Leaf	Unknown	Yellow Rust	Headley Hall	UK	Unknown	Unknown	raw_reads/14_0210/R1.fq.gz	raw_reads/14_0210/R2.fq.gz	NIAB	176.35885336314266	Yes
Bueno-Sancho et al., 2017	14.0215	14_0215	2014/05/01	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Warrior	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Warrior	Infected Leaf	Unknown	Yellow Rust	Morley (Norfolk)	UK	Unknown	Unknown	raw_reads/14_0215/R1.fq.gz	raw_reads/14_0215/R2.fq.gz	NIAB	22.98155336098992	No
Bueno-Sancho et al., 2017	14.0216	14_0216	2014/05	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Oakley	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Oakley	Infected Leaf	Unknown	Yellow Rust	Morley (Norfolk)	UK	Unknown	Unknown	raw_reads/14_0216/R1.fq.gz	raw_reads/14_0216/R2.fq.gz	NIAB	111.83781307915287	Yes
Bueno-Sancho et al., 2017	14.0218	14_0218	2014	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Cordiale	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Cordiale	Infected Leaf	Unknown	Yellow Rust	Morley (Norfolk)	UK	Unknown	Unknown	raw_reads/14_0218/R1.fq.gz	raw_reads/14_0218/R2.fq.gz	NIAB	86.77519670869108	Yes
Bueno-Sancho et al., 2017	14.0225	14_0225	2014/08	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	AC Barrie	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	AC Barrie	Infected Leaf	Unknown	Yellow Rust	Cascob	UK	Unknown	Unknown	raw_reads/14_0225/R1.fq.gz	raw_reads/14_0225/R2.fq.gz	Rosemary Bayles	271.38110176117857	Yes
Bueno-Sancho et al., 2017	14.0226	14_0226	2014/08	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	AC Barrie	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	AC Barrie	Infected Leaf	Unknown	Yellow Rust	Cascob	UK	Unknown	Unknown	raw_reads/14_0226/R1.fq.gz	raw_reads/14_0226/R2.fq.gz	Rosemary Bayles	230.39634538136383	Yes
Bueno-Sancho et al., 2017	14.0227	14_0227	2014/08	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	AC Barrie	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	AC Barrie	Infected Leaf	Unknown	Yellow Rust	Cascob	UK	Unknown	Unknown	raw_reads/14_0227/R1.fq.gz	raw_reads/14_0227/R2.fq.gz	Rosemary Bayles	106.77562460595549	Yes
Bueno-Sancho et al., 2017	14.0236	14_0236	2014/12/01	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Sinana RS	Ethiopia	Unknown	Unknown	raw_reads/14_0236/R1.fq.gz	raw_reads/14_0236/R2.fq.gz	David Hodson	14.466065295689475	No
Bueno-Sancho et al., 2017	14.0237	14_0237	2014/12/09	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Digalu	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Digalu	Infected Leaf	Unknown	Yellow Rust	Sembo	Ethiopia	Unknown	Unknown	raw_reads/14_0237/R1.fq.gz	raw_reads/14_0237/R2.fq.gz	David Hodson	30.853020466589133	Yes
Bueno-Sancho et al., 2017	14.0238	14_0238	2014/12/01	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Hidase	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Hidase	Infected Leaf	Unknown	Yellow Rust	Sinana RS	Ethiopia	Unknown	Unknown	raw_reads/14_0238/R1.fq.gz	raw_reads/14_0238/R2.fq.gz	David Hodson	34.77738222978645	Yes
Bueno-Sancho et al., 2017	14.0239	14_0239	2014/12/01	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Sinana RS	Ethiopia	Unknown	Unknown	raw_reads/14_0239/R1.fq.gz	raw_reads/14_0239/R2.fq.gz	David Hodson	96.89084037481723	Yes
Bueno-Sancho et al., 2017	14.0240	14_0240	2014/12/01	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Sanate	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Sanate	Infected Leaf	Unknown	Yellow Rust	Sinana RS	Ethiopia	Unknown	Unknown	raw_reads/14_0240/R1.fq.gz	raw_reads/14_0240/R2.fq.gz	David Hodson	211.5199815862812	Yes
Bueno-Sancho et al., 2017	06/01NZ	06_01NZ	2006	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Unknown	New Zealand	Unknown	Unknown	raw_reads/06_01NZ/R1.fq.gz	raw_reads/06_01NZ/R2.fq.gz	Richard Oliver	470.8296118704313	Yes
